Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,H2S_umol_L,H2S_Signal_mV,Temp_C,Temp_Signal_mV,Comments
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:43:50,20000,52.6,121.15,23.2,245.83,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:44:10,20000,52.35,120.64,23.19,245.79,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:44:30,22000,52.18,120.28,23.19,245.77,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:44:51,22000,51.89,119.67,23.19,245.71,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:45:11,22000,51.56,118.99,23.18,245.69,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:45:31,24000,51.35,118.55,23.18,245.67,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:45:51,24000,51.1,118.04,23.18,245.62,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:46:12,24000,50.76,117.33,23.18,245.63,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:46:32,26000,50.52,116.84,23.17,245.57,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:46:52,26000,50.41,116.6,23.17,245.55,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:47:12,26000,50.1,115.97,23.17,245.5,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:47:33,28000,49.83,115.39,23.16,245.46,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:47:53,28000,49.49,114.69,23.16,245.45,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:48:13,28000,49.27,114.23,23.16,245.43,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:48:34,30000,49.08,113.84,23.16,245.43,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:48:54,30000,48.82,113.29,23.16,245.44,
Elders East,2,Summer,August,2015,Sensor 1,1,14-08-2015 14:49:15,30000,48.48,112.59,23.16,245.44,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:51:37,-2000,-4.97,1.49,23.14,245.2,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:51:57,-2000,-5.46,0.48,23.13,245.12,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:52:17,-2000,-5.44,0.53,23.13,245.06,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:52:40,0,-5.68,0.02,23.13,245.03,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:53:00,0,-5.42,0.56,23.13,245.01,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:53:20,0,-5.33,0.76,23.12,244.93,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:53:43,2000,5.33,22.9,23.12,244.9,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:54:03,2000,10.89,34.46,23.11,244.82,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:54:23,2000,12.78,38.4,23.11,244.79,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:54:45,4000,42.4,99.96,23.11,244.79,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:55:06,4000,45.38,106.16,23.1,244.72,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:55:26,4000,46.39,108.25,23.1,244.66,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:55:48,6000,74.59,166.86,23.1,244.69,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:56:08,6000,76,169.8,23.09,244.63,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:56:29,6000,76.51,170.84,23.09,244.59,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:56:50,8000,83.02,184.38,23.09,244.56,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:57:10,8000,83.4,185.17,23.08,244.51,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:57:30,8000,83.44,185.25,23.08,244.48,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:57:51,10000,83.57,185.53,23.08,244.44,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:58:11,10000,83.51,185.4,23.07,244.38,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:58:31,10000,83.46,185.3,23.07,244.33,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:58:52,12000,83.28,184.92,23.06,244.29,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:59:12,12000,83.41,185.2,23.06,244.25,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:59:32,12000,83.37,185.12,23.05,244.19,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 14:59:53,14000,83.28,184.93,23.05,244.15,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 15:00:13,14000,83.17,184.69,23.05,244.1,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 15:00:33,14000,82.75,183.82,23.05,244.14,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 15:00:53,16000,82.42,183.15,23.05,244.09,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 15:01:14,16000,81.57,181.37,23.04,244.06,
Elders East,2,Summer,August,2015,Sensor 1,2,14-08-2015 15:01:34,16000,81.67,181.58,23.04,244.03,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:03:30,-2000,-5.01,1.41,23.04,243.99,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:03:50,-2000,-5.08,1.27,23.04,243.99,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:04:10,-2000,-5.2,1.01,23.03,243.93,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:04:33,0,-4.85,1.74,23.02,243.85,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:04:53,0,-5.09,1.26,23.03,243.87,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:05:13,0,-4.97,1.49,23.03,243.85,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:05:35,2000,-5.48,0.44,23.02,243.82,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:05:56,2000,-5.33,0.74,23.02,243.82,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:06:16,2000,-5.72,-0.05,23.02,243.79,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:06:38,4000,-5.39,0.61,23.02,243.74,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:06:58,4000,-5.3,0.82,23.01,243.72,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:07:19,4000,-5.26,0.91,23.01,243.69,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:07:41,6000,-2.27,7.12,23.01,243.7,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:08:01,6000,-1.43,8.86,23.01,243.66,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:08:21,6000,-1.11,9.53,23,243.59,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:08:42,8000,-1.25,9.23,23,243.58,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:09:02,8000,-1.36,9,23,243.58,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:09:22,8000,-1.5,8.7,23.01,243.63,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:09:43,10000,-1.65,8.4,23,243.54,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:10:03,10000,-1.49,8.72,22.99,243.47,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:10:23,10000,-1.67,8.35,22.99,243.41,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:10:44,12000,-1.71,8.28,22.98,243.38,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:11:04,12000,-1.82,8.06,22.99,243.46,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:11:24,12000,-1.88,7.91,22.99,243.45,
Elders East,2,Summer,August,2015,Sensor 1,3,14-08-2015 15:11:45,14000,-2.1,7.47,22.98,243.39,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:32:09,-2000,-7.83,2.24,23.33,247.37,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:32:29,-2000,-7.87,2.12,23.32,247.26,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:32:50,-2000,-7.88,2.11,23.31,247.19,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:33:12,0,-7.87,2.13,23.31,247.12,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:33:32,0,-7.89,2.07,23.31,247.09,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:33:52,0,-7.92,2,23.3,247.05,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:34:15,2000,-7.84,2.22,23.3,247.02,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:34:35,2000,-7.74,2.49,23.3,247,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:34:55,2000,-7.65,2.74,23.29,246.93,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:35:18,4000,-2.95,15.53,23.29,246.91,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:35:38,4000,-3.28,14.65,23.28,246.81,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:35:58,4000,-4.06,12.53,23.28,246.75,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:36:21,6000,2.37,30.06,23.27,246.68,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:36:41,6000,0.02,23.65,23.27,246.64,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:37:01,6000,-1.4,19.75,23.26,246.6,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:37:24,8000,1.82,28.55,23.26,246.57,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:37:44,8000,0.14,23.96,23.26,246.52,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:38:04,8000,-0.96,20.97,23.26,246.53,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:38:25,10000,-1.2,20.32,23.25,246.47,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:38:46,10000,-1.87,18.48,23.25,246.46,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:39:06,10000,-2.39,17.06,23.24,246.38,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:39:26,12000,-2.83,15.88,23.24,246.33,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:39:46,12000,-3.12,15.08,23.23,246.26,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:40:07,12000,-3.37,14.41,23.23,246.24,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:40:27,14000,-3.59,13.81,23.23,246.22,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:40:47,14000,-3.79,13.25,23.23,246.16,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:41:07,14000,-3.96,12.8,23.22,246.12,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:41:28,16000,-4.09,12.43,23.22,246.08,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:41:48,16000,-4.22,12.09,23.22,246.05,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:42:08,16000,-4.33,11.77,23.21,245.99,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:42:29,18000,-4.45,11.46,23.21,245.97,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:42:49,18000,-4.55,11.19,23.21,245.94,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:43:09,18000,-4.63,10.96,23.2,245.89,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:43:30,20000,-4.7,10.76,23.2,245.84,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:43:50,20000,-4.77,10.58,23.2,245.83,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:44:10,20000,-4.85,10.36,23.19,245.79,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:44:30,22000,-4.92,10.17,23.19,245.77,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:44:51,22000,-4.98,10.02,23.19,245.71,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:45:11,22000,-5.04,9.85,23.18,245.69,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:45:31,24000,-5.09,9.71,23.18,245.67,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:45:51,24000,-5.15,9.55,23.18,245.62,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:46:12,24000,-5.19,9.43,23.18,245.63,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:46:32,26000,-5.24,9.29,23.17,245.57,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:46:52,26000,-5.28,9.19,23.17,245.55,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:47:12,26000,-5.32,9.07,23.17,245.5,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:47:33,28000,-5.37,8.95,23.16,245.46,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:47:53,28000,-5.39,8.88,23.16,245.45,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:48:13,28000,-5.42,8.8,23.16,245.43,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:48:34,30000,-5.46,8.71,23.16,245.43,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:48:54,30000,-5.48,8.65,23.16,245.44,
Elders East,2,Summer,August,2015,Sensor 2,1,14-08-2015 14:49:15,30000,-5.51,8.56,23.16,245.44,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:51:37,-2000,-8.51,0.39,23.14,245.2,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:51:57,-2000,-8.5,0.41,23.13,245.12,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:52:17,-2000,-8.51,0.38,23.13,245.06,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:52:40,0,-8.51,0.39,23.13,245.03,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:53:00,0,-8.51,0.39,23.13,245.01,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:53:20,0,-8.51,0.38,23.12,244.93,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:53:43,2000,-6.45,5.99,23.12,244.9,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:54:03,2000,-6.77,5.13,23.11,244.82,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:54:23,2000,-7.23,3.89,23.11,244.79,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:54:45,4000,-4.56,11.16,23.11,244.79,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:55:06,4000,-5.51,8.56,23.1,244.72,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:55:26,4000,-6.07,7.03,23.1,244.66,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:55:48,6000,-5.21,9.39,23.1,244.69,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:56:08,6000,-5.66,8.16,23.09,244.63,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:56:29,6000,-5.97,7.31,23.09,244.59,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:56:50,8000,-5.99,7.26,23.09,244.56,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:57:10,8000,-6.16,6.8,23.08,244.51,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:57:30,8000,-6.27,6.5,23.08,244.48,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:57:51,10000,-6.36,6.25,23.08,244.44,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:58:11,10000,-6.43,6.05,23.07,244.38,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:58:31,10000,-6.49,5.9,23.07,244.33,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:58:52,12000,-6.54,5.75,23.06,244.29,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:59:12,12000,-6.59,5.62,23.06,244.25,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:59:32,12000,-6.63,5.5,23.05,244.19,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 14:59:53,14000,-6.67,5.39,23.05,244.15,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 15:00:13,14000,-6.71,5.3,23.05,244.1,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 15:00:33,14000,-6.74,5.21,23.05,244.14,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 15:00:53,16000,-6.77,5.14,23.05,244.09,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 15:01:14,16000,-6.78,5.09,23.04,244.06,
Elders East,2,Summer,August,2015,Sensor 2,2,14-08-2015 15:01:34,16000,-6.81,5.02,23.04,244.03,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:03:30,-2000,-8.55,0.27,23.04,243.99,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:03:50,-2000,-8.54,0.29,23.04,243.99,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:04:10,-2000,-8.54,0.29,23.03,243.93,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:04:33,0,-8.55,0.28,23.02,243.85,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:04:53,0,-8.56,0.25,23.03,243.87,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:05:13,0,-8.57,0.21,23.03,243.85,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:05:35,2000,-8.44,0.58,23.02,243.82,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:05:56,2000,-8.42,0.62,23.02,243.82,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:06:16,2000,-8.44,0.59,23.02,243.79,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:06:38,4000,-8.33,0.89,23.02,243.74,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:06:58,4000,-8.34,0.85,23.01,243.72,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:07:19,4000,-8.35,0.82,23.01,243.69,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:07:41,6000,-8.14,1.39,23.01,243.7,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:08:01,6000,-8.16,1.35,23.01,243.66,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:08:21,6000,-8.18,1.28,23,243.59,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:08:42,8000,-8.2,1.24,23,243.58,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:09:02,8000,-8.21,1.2,23,243.58,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:09:22,8000,-8.22,1.18,23.01,243.63,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:09:43,10000,-8.22,1.18,23,243.54,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:10:03,10000,-8.23,1.16,22.99,243.47,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:10:23,10000,-8.24,1.13,22.99,243.41,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:10:44,12000,-8.25,1.08,22.98,243.38,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:11:04,12000,-8.27,1.03,22.99,243.46,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:11:24,12000,-8.28,1.02,22.99,243.45,
Elders East,2,Summer,August,2015,Sensor 2,3,14-08-2015 15:11:45,14000,-8.28,1.02,22.98,243.39,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:17:23,-2000,-6.34,-1.35,22.94,242.91,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:17:43,-2000,-5.88,-0.38,22.95,242.95,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:18:03,-2000,-5.75,-0.12,22.95,242.96,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:18:26,0,-5.58,0.23,22.94,242.91,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:18:46,0,-5.68,0.03,22.94,242.89,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:19:06,0,-5.76,-0.14,22.94,242.86,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:19:29,2000,-5.43,0.55,22.94,242.83,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:19:49,2000,-5.48,0.43,22.94,242.82,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:20:09,2000,-5.44,0.51,22.93,242.81,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:20:32,4000,-5.15,1.13,22.93,242.73,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:20:52,4000,-5.16,1.11,22.93,242.8,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:21:12,4000,-5.04,1.35,22.94,242.83,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:21:35,6000,-5.15,1.12,22.94,242.84,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:21:55,6000,-5.05,1.33,22.94,242.82,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:22:15,6000,-4.85,1.75,22.94,242.84,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:22:37,8000,14,40.93,22.94,242.86,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:22:58,8000,18.66,50.62,22.94,242.84,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:23:18,8000,19.97,53.34,22.94,242.88,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:23:40,10000,70.79,158.96,22.95,242.94,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:24:00,10000,77.39,172.67,22.95,242.93,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:24:21,10000,78.46,174.91,22.95,243.02,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:24:43,12000,144.11,311.36,22.95,242.98,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:25:03,12000,143.68,310.47,22.95,242.97,
Elders East,3,Summer,August,2015,Sensor 1,3,14-08-2015 15:25:24,12000,142.79,308.62,22.95,243,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:26:46,-2000,-3.97,3.58,22.95,243.04,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:27:06,-2000,-4.68,2.11,22.96,243.09,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:27:26,-2000,-4.78,1.89,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:27:49,0,-5.04,1.35,22.95,243,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:28:09,0,-5.17,1.08,22.95,242.95,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:28:29,0,-5.45,0.5,22.95,243.01,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:28:52,2000,-5.18,1.06,22.96,243.09,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:29:12,2000,-5.13,1.16,22.95,243.03,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:29:32,2000,-5.16,1.11,22.95,243.04,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:29:55,4000,-4.78,1.89,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:30:15,4000,-4.84,1.76,22.95,243.02,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:30:35,4000,-4.42,2.65,22.96,243.05,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:30:57,6000,-1.76,8.17,22.96,243.05,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:31:18,6000,-0.81,10.15,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:31:38,6000,-1.11,9.52,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:32:00,8000,22.27,58.11,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:32:20,8000,25.77,65.39,22.96,243.07,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:32:41,8000,26.24,66.37,22.96,243.1,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:33:03,10000,94.21,207.64,22.96,243.15,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:33:23,10000,97.55,214.59,22.96,243.12,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:33:43,10000,98.12,215.76,22.96,243.12,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:34:06,12000,173.16,371.73,22.97,243.17,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:34:26,12000,172.9,371.19,22.96,243.15,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:34:46,12000,173.06,371.53,22.96,243.15,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:35:09,14000,233.15,496.42,22.97,243.24,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:35:29,14000,234.37,498.97,22.97,243.26,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:35:49,14000,232.95,496.01,22.97,243.25,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:36:12,16000,290.29,615.18,22.97,243.19,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:36:32,16000,290.11,614.8,22.97,243.23,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:37:04,16000,289.13,612.76,22.98,243.35,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:37:27,18000,321.51,680.07,23,243.59,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:37:47,18000,313.37,663.15,22.99,243.48,
Elders East,3,Summer,August,2015,Sensor 1,1,14-08-2015 15:38:07,18000,312.83,662.03,23,243.56,
