Site,Core,Season,Month,Year,Sensor,Replicate,Time,Depth_um,H2S_umol_L,H2S_Signal_mV,Temp_C,Temp_Signal_mV,Comments
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:33:47,15000,-0.12,1.72,20.1,202.51,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:34:08,15500,1.53,3.79,20.16,202.8,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:34:30,16000,5.3,8.54,20.19,203,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:34:51,16500,7.45,11.24,20.24,203.28,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:35:12,17000,6.66,10.24,20.31,203.61,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:35:34,17500,7.8,11.67,20.37,203.98,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:35:55,18000,5.55,8.84,20.46,204.46,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:36:16,18500,11.05,15.75,20.53,204.85,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:36:38,19000,14.73,20.37,20.59,205.14,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:36:59,19500,15.28,21.06,20.65,205.46,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:37:20,20000,12.67,17.78,20.64,205.42,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:37:42,20500,10.01,14.45,20.7,205.75,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:38:03,21000,11.2,15.94,20.75,206.04,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:38:24,21500,11.41,16.2,20.81,206.37,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:38:45,22000,12.2,17.19,20.82,206.39,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:39:07,22500,13.48,18.8,20.8,206.31,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:39:28,23000,13.85,19.27,20.83,206.47,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:39:49,23500,15.39,21.21,20.86,206.6,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:40:11,24000,14,19.46,20.88,206.74,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:40:32,24500,12.96,18.14,20.92,206.93,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:40:53,25000,12.34,17.37,20.92,206.96,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:41:15,25500,12.29,17.3,20.92,206.93,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:41:36,26000,12.83,17.99,20.91,206.87,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:41:57,26500,12.79,17.94,20.91,206.91,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:42:18,27000,13.4,18.71,20.91,206.87,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:42:40,27500,12.76,17.9,20.93,206.99,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:43:01,28000,12.83,17.99,20.96,207.18,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:43:22,28500,12.44,17.49,21.01,207.41,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:43:44,29000,13.18,18.42,21.02,207.49,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:44:05,29500,14.34,19.88,21.03,207.53,
Yellow Bar,3,Spring,May,2016,Sensor 1,1,14-05-2016 09:44:26,30000,18.93,25.64,21.01,207.43,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:21:43,-2000,-27.45,-2.81,23.18,219.23,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:22:04,-1500,-27.32,-2.56,17.27,187.13,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:22:26,-1000,-27.33,-2.58,17.78,189.89,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:22:47,-500,-26.98,-1.91,18.04,191.33,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:23:08,0,-27.36,-2.63,18.22,192.26,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:23:30,500,-26.64,-1.28,18.22,192.3,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:23:51,1000,-26.17,-0.39,18.3,192.71,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:24:12,1500,-27.79,-3.44,18.49,193.75,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:24:34,2000,-27.47,-2.83,18.57,194.21,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:24:55,2500,-26.41,-0.84,18.69,194.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:25:16,3000,-25.57,0.75,18.8,195.42,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:25:37,3500,-24.94,1.94,18.9,195.99,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:25:59,4000,-27.1,-2.14,19.02,196.62,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:26:20,4500,-26.92,-1.8,19.1,197.09,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:26:41,5000,-26.53,-1.05,19.15,197.35,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:27:03,5500,-27.65,-3.17,19.24,197.81,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:27:24,6000,-29.57,-6.79,19.32,198.24,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:27:45,6500,-29.7,-7.04,19.37,198.55,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:28:06,7000,-28.92,-5.58,19.41,198.73,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:28:28,7500,-29.04,-5.8,19.45,198.95,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:28:49,8000,-29.36,-6.4,19.48,199.15,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:29:10,8500,-29.29,-6.27,19.55,199.5,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:29:32,9000,-29.48,-6.62,19.58,199.66,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:29:53,9500,-29.59,-6.84,19.59,199.72,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:30:14,10000,-29.31,-6.32,19.64,199.97,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:30:36,10500,-29.16,-6.02,19.69,200.25,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:30:57,11000,-24.2,3.33,19.74,200.55,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:31:18,11500,-27.04,-2.03,19.79,200.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:31:39,12000,-27.26,-2.45,19.83,201.01,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:32:01,12500,-25.94,0.06,19.86,201.19,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:32:22,13000,-26.12,-0.28,19.91,201.45,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:32:43,13500,-26.55,-1.1,19.95,201.67,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:33:05,14000,-30.26,-8.1,20,201.97,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:33:26,14500,-27.25,-2.41,20.06,202.29,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:33:47,15000,-28.72,-5.19,20.1,202.51,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:34:08,15500,-28.04,-3.9,20.16,202.8,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:34:30,16000,-30.45,-8.46,20.19,203,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:34:51,16500,-28.59,-4.95,20.24,203.28,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:35:12,17000,-28.48,-4.75,20.31,203.61,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:35:34,17500,-28.84,-5.42,20.37,203.98,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:35:55,18000,-28.68,-5.11,20.46,204.46,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:36:16,18500,-29.32,-6.33,20.53,204.85,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:36:38,19000,-28.95,-5.63,20.59,205.14,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:36:59,19500,-28.78,-5.32,20.65,205.46,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:37:20,20000,-28.78,-5.3,20.64,205.42,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:37:42,20500,-29.15,-6.01,20.7,205.75,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:38:03,21000,-29.95,-7.52,20.75,206.04,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:38:24,21500,-26.88,-1.71,20.81,206.37,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:38:45,22000,-24.31,3.14,20.82,206.39,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:39:07,22500,-26.67,-1.33,20.8,206.31,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:39:28,23000,-9.49,31.1,20.83,206.47,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:39:49,23500,-20.78,9.79,20.86,206.6,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:40:11,24000,-25.55,0.79,20.88,206.74,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:40:32,24500,-29.62,-6.89,20.92,206.93,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:40:53,25000,-25.82,0.29,20.92,206.96,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:41:15,25500,-25.62,0.66,20.92,206.93,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:41:36,26000,-27.81,-3.48,20.91,206.87,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:41:57,26500,-28.84,-5.42,20.91,206.91,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:42:18,27000,-27.89,-3.63,20.91,206.87,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:42:40,27500,-23.98,3.75,20.93,206.99,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:43:01,28000,-26.91,-1.78,20.96,207.18,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:43:22,28500,-26.53,-1.05,21.01,207.41,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:43:44,29000,-26.34,-0.71,21.02,207.49,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:44:05,29500,-28.84,-5.41,21.03,207.53,
Yellow Bar,3,Spring,May,2016,Sensor 2,1,14-05-2016 09:44:26,30000,-26.84,-1.64,21.01,207.43,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:07:44,-2000,-24.37,3.02,22.7,216.6,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:08:05,-1500,-25.13,1.58,22.71,216.66,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:08:26,-1000,-25.83,0.27,22.7,216.63,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:08:47,-500,-26.18,-0.39,22.7,216.58,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:09:09,0,-26.36,-0.74,22.71,216.67,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:09:30,500,-26.26,-0.56,22.74,216.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:09:51,1000,-26.27,-0.57,22.79,217.09,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:10:13,1500,-26.31,-0.64,22.81,217.23,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:10:34,2000,-26.4,-0.82,22.81,217.2,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:10:55,2500,-26.61,-1.21,22.82,217.25,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:11:16,3000,-26.44,-0.89,22.8,217.15,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:11:38,3500,-26.48,-0.97,22.82,217.24,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:11:59,4000,-26.5,-1,22.82,217.28,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:12:20,4500,-26.48,-0.96,22.81,217.18,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:12:42,5000,-26.37,-0.76,22.82,217.28,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:13:03,5500,-26.51,-1.02,22.85,217.43,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:13:24,6000,-26.39,-0.8,22.84,217.38,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:13:45,6500,-26.43,-0.87,22.86,217.46,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:14:07,7000,-26.38,-0.77,22.88,217.58,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:14:28,7500,-26.33,-0.69,22.89,217.65,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:14:49,8000,-25.96,0.01,22.91,217.73,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:15:11,8500,-26.1,-0.25,22.93,217.85,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:15:32,9000,-26.11,-0.27,22.97,218.05,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:15:53,9500,-26.15,-0.35,22.99,218.19,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:16:15,10000,-26.07,-0.2,22.98,218.15,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:16:36,10500,-25.76,0.38,22.97,218.06,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:16:57,11000,-25.84,0.24,23.01,218.27,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:17:18,11500,-26,-0.06,23.03,218.41,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:17:40,12000,-25.85,0.22,23.04,218.47,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:18:01,12500,-25.82,0.29,23.05,218.52,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:18:22,13000,-25.68,0.54,23.04,218.45,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:18:44,13500,-24.03,3.66,23.04,218.46,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:19:05,14000,-24.98,1.86,23.06,218.55,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:19:26,14500,-25.32,1.23,23.08,218.66,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:19:47,15000,-25.21,1.42,23.09,218.74,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:20:09,15500,-25.17,1.5,23.06,218.58,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:20:30,16000,-24.64,2.5,23.01,218.32,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:20:51,16500,-24.45,2.87,23,218.26,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:21:13,17000,-24.92,1.99,23.03,218.38,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:21:34,17500,-24.71,2.37,23.08,218.7,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:21:55,18000,-25.22,1.41,23.12,218.88,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:22:17,18500,-24.64,2.51,23.13,218.96,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:22:38,19000,-24.4,2.96,23.14,218.99,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:23:00,19500,-24.6,2.58,23.12,218.88,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:23:21,20000,-24.36,3.04,23.09,218.73,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:23:42,20500,-16.48,17.92,23.12,218.88,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:24:03,21000,-15.92,18.97,23.17,219.13,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:24:25,21500,-18.3,14.47,23.19,219.25,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:24:46,22000,-10.57,29.07,23.21,219.4,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:25:07,22500,-13.87,22.84,23.24,219.53,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:25:29,23000,-13.01,24.47,23.24,219.53,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:25:50,23500,-12.13,26.13,23.21,219.37,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:26:11,24000,-11.59,27.13,23.21,219.37,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:26:32,24500,9,66.01,23.22,219.45,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:26:54,25000,15.87,78.97,23.23,219.47,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:27:15,25500,17.63,82.3,23.21,219.36,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:27:36,26000,37.14,119.13,23.2,219.34,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:27:58,26500,67.44,176.32,23.21,219.35,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:28:19,27000,400.61,805.2,23.2,219.34,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:28:40,27500,170.69,371.2,23.21,219.39,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:29:02,28000,90.4,219.65,23.22,219.42,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:29:23,28500,84.92,209.31,23.23,219.47,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:29:44,29000,121.95,279.21,23.25,219.57,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:30:05,29500,104.52,246.3,23.24,219.55,
Yellow Bar,3,Spring,May,2016,Sensor 2,2,14-05-2016 10:30:27,30000,91.76,222.22,23.25,219.61,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:32:04,-2000,-26.23,-0.5,23.36,220.16,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:32:25,-1500,-26.54,-1.08,23.37,220.24,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:32:47,-1000,-26.7,-1.38,23.39,220.35,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:33:08,-500,-26.41,-0.83,23.4,220.43,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:33:29,0,-26.33,-0.69,23.39,220.34,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:33:51,500,-26.39,-0.8,23.36,220.17,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:34:12,1000,-26.46,-0.92,23.33,220.04,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:34:33,1500,-25.87,0.18,23.33,220.03,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:34:54,2000,-25.95,0.03,23.29,219.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:35:16,2500,-26.05,-0.15,23.29,219.8,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:35:37,3000,-26.19,-0.41,23.31,219.94,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:35:58,3500,-25.87,0.19,23.38,220.31,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:36:20,4000,-25.85,0.23,23.42,220.5,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:36:41,4500,-25.81,0.3,23.4,220.39,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:37:02,5000,-25.7,0.5,23.4,220.4,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:37:23,5500,-25.72,0.46,23.41,220.45,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:37:45,6000,-25.74,0.43,23.39,220.34,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:38:06,6500,-25.77,0.38,23.36,220.17,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:38:27,7000,-25.69,0.52,23.36,220.19,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:38:49,7500,-25.69,0.53,23.41,220.46,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:39:10,8000,-25.62,0.66,23.46,220.75,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:39:31,8500,-25.54,0.8,23.42,220.53,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:39:53,9000,-25.72,0.48,23.4,220.43,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:40:14,9500,-25.8,0.33,23.42,220.53,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:40:35,10000,-25.78,0.36,23.46,220.71,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:40:56,10500,-25.7,0.51,23.48,220.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:41:18,11000,-25.77,0.37,23.49,220.89,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:41:39,11500,-25.78,0.35,23.49,220.88,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:42:00,12000,-25.63,0.64,23.49,220.92,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:42:22,12500,-25.59,0.71,23.49,220.89,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:42:43,13000,-25.69,0.53,23.46,220.72,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:43:04,13500,-25.51,0.86,23.43,220.56,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:43:25,14000,-25.65,0.6,23.44,220.63,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:43:47,14500,-25.61,0.68,23.46,220.74,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:44:08,15000,-25.68,0.55,23.48,220.84,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:44:29,15500,-25.72,0.46,23.48,220.86,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:44:51,16000,-25.63,0.63,23.48,220.84,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:45:12,16500,-25.73,0.44,23.49,220.88,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:45:33,17000,-25.75,0.41,23.47,220.81,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:45:55,17500,-25.73,0.46,23.46,220.76,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:46:16,18000,-25.73,0.44,23.46,220.76,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:46:37,18500,-25.62,0.65,23.48,220.85,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:46:58,19000,-25.67,0.57,23.49,220.89,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:47:19,19500,-24.44,2.88,23.49,220.9,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:47:41,20000,-16.17,18.5,23.46,220.75,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:48:02,20500,-11.08,28.1,23.45,220.68,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:48:23,21000,-15.65,19.48,23.47,220.77,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:48:44,21500,-14.2,22.21,23.48,220.85,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:49:06,22000,-13.46,23.61,23.46,220.76,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:49:27,22500,-14.01,22.57,23.48,220.82,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:49:48,23000,-13.66,23.23,23.5,220.95,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:50:10,23500,-12.36,25.69,23.5,220.97,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:50:31,24000,-13.91,22.76,23.51,220.98,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:50:52,24500,-7.21,35.41,23.48,220.85,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:51:13,25000,-8.79,32.42,23.46,220.75,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:51:35,25500,-10.25,29.67,23.46,220.72,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:51:56,26000,-10.5,29.21,23.47,220.78,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:52:17,26500,-11.52,27.27,23.48,220.82,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:52:39,27000,-14.45,21.75,23.47,220.77,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:53:00,27500,-15.95,18.9,23.44,220.65,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:53:21,28000,-20.28,10.73,23.45,220.67,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:53:43,28500,-21.47,8.49,23.48,220.83,
Yellow Bar,3,Spring,May,2016,Sensor 2,3,14-05-2016 10:54:04,29000,-21.11,9.16,23.49,220.87,
